brand,name,description,category,product_type,cleaned_desc
fenty,MATTEMOISELLE - Plush Matte Lipstick,"An ultra slim lipstick with a longwearing, petal-soft matte finish, created in a rainbow of 14 weightless, color-intense shades each designed to flatter all skin tones.",lipstick,lipstick,ultra slim lipstick longwearing petal soft matte finish created rainbow weightless color intense shade designed flatter skin tone
fenty,ECLIPSE - 2-in-1 Glitter Release Eyeliner,A limited-edition liquid eyeliner with a transforming metallic-to-glitter formula that lets you choose your own finish.,liquid,eyeliner,limited edition liquid eyeliner transforming metallic glitter formula let choose finish
fenty,COSMIC GLOSS - Lip Glitter,"A limited-edition glitter-packed lip gloss that delivers the ultimate triple-threat of creamy color, glitter, and shine.",lip_gloss,lipstick,limited edition glitter packed lip gloss delivers ultimate triple threat creamy color glitter shine
fenty,MATCH STIX - Matte Skinstick,"A magnetized makeup stick in a longwear, light-as-air matte formula to conceal, correct, contour, and touch up in 20 shades.",concealer,foundation,magnetized makeup stick longwear light air matte formula conceal correct contour touch shade
clinique,Even Better&trade; Compact Makeup Broad Spectrum SPF 15,"A light cream with a powdery finish, our compact makeup creates more even-toned skin, instantly. Shades for Very Fair, Moderately Fair, Medium, Deep.",,foundation,light cream powdery finish compact makeup creates even toned skin instantly shade fair moderately fair medium deep
clinique,Redness Solutions Makeup<BR>Broad Spectrum SPF 15<BR>With Probiotic Technology,,,foundation, 
clinique,Stay-Matte Oil-Free Makeup,"Tested for streaking and fading at 88°F with a constant 80% humidity, all to prove Stay-Matte stays fresh. At the same time, this patent-pending formula absorbs shine, controls oil, resists sweat. And you stay matte all day.",,foundation,tested streaking fading constant humidity prove stay matte stay fresh time patent pending formula absorbs shine control oil resists sweat stay matte day
clinique,Repairwear Laser Focus&trade; All-Smooth Makeup Broad Spectrum SPF 15,,,foundation, 
clinique,Perfectly Real&trade; Compact Makeup,"Silky, oil-free formula looks like your skin—only better. Optimizes skin's varying tones to create a more even appearance. Buildable coverage lasts for hours, yet feels like nothing at all. Controls shine. In a ready-to-go, ready-to-perfect compact. Oil-free.",,foundation,silky oil free formula look like skin better optimizes skin varying tone create even appearance buildable coverage last hour yet feel like nothing control shine ready go ready perfect compact oil free
clinique,Chubby in the Nude&trade; Foundation Stick,"Portable perfection for full-face coverage, or bare-minimum touch-ups. Creamy, moisturizing foundation stick blends easily. Builds from sheer to moderate coverage with a natural finish. Long-wearing. Oil-free.",,foundation,portable perfection full face coverage bare minimum touch ups creamy moisturizing foundation stick blend easily build sheer moderate coverage natural finish long wearing oil free
clinique,Super   ty Block™ BB Cushion Compact Broad Spectrum SPF 50,"Everything skin needs to face   ty life—flawlessly. Buildable, breathable fluid makeup feels cool and weightless on skin, yet delivers a lasting natural-matte finish. High-level SPF and antioxidants help protect against skin-damaging UV, impurities and env mental aggressors. All in a ready-to-go compact with puff applicator.",,foundation,everything skin need face   ty life flawlessly buildable breathable fluid makeup feel cool weightless skin yet delivers lasting natural matte finish high level spf antioxidant help protect skin damaging uv impurity env mental aggressor ready go compact puff applicator
clinique,Superpowder Double Face Makeup,"Powder and foundation combined in one portable compact. Long-wearing, full-coverage powder works as an over-foundation finisher or as a powder foundation. Extra-cling formula for double coverage.",,foundation,powder foundation combined one portable compact long wearing full coverage powder work foundation finisher powder foundation extra cling formula double coverage
clinique,Perfectly Real&trade; Makeup,"Feels like nothing at all. Yet creates your skin's most perfected, natural look. Patent-pending* micro-mirrored technology optically resurfaces skin. Ultra-lightweight liquid formula is oil-free, non-acnegenic. *US and International Patents Pending",,foundation,feel like nothing yet creates skin perfected natural look patent pending micro mirrored technology optically resurfaces skin ultra lightweight liquid formula oil free non acnegenic international patent pending
clinique,Beyond Perfecting&trade; Powder Foundation + Concealer,"A powder foundation and concealer in one for a natural, beyond perfected look that lasts all day. Even through sweat and humidity. Weightless powder makeup covers thoroughly without clogging pores. Skin breathes comfortably, colour stays true. Oil-free.",,foundation,powder foundation concealer one natural beyond perfected look last day even sweat humidity weightless powder makeup cover thoroughly without clogging pore skin breathes comfortably colour stay true oil free
clinique,Acne Solutions&trade; Liquid Makeup,"Feels so fresh, looks so natural. Non-irritating, oil-free makeup helps blend away blemishes, neutralize redness. Medicated ingredients help treat existing breakouts and keep them from coming back.",,foundation,feel fresh look natural non irritating oil free makeup help blend away blemish neutralize redness medicated ingredient help treat existing breakout keep coming back
clinique,Superbalanced&trade; Makeup,"The smart makeup. Liquid foundation with adjustable, oil-free coverage provides moisture and absorbs oil when and where needed. Silky upon application.",,foundation,smart makeup liquid foundation adjustable oil free coverage provides moisture absorbs oil needed silky upon application
clinique,Stay-Matte Sheer Pressed Powder,"Shine-absorbing, oil-free formula. Ultra-sheer texture gives skin a perfected matte appearance. Great for oily skin and oily spots. Maintains a fresh look and feel, even after frequent touch-ups.",,foundation,shine absorbing oil free formula ultra sheer texture give skin perfected matte appearance great oily skin oily spot maintains fresh look feel even frequent touch ups
clinique,Superbalanced™ Silk Makeup Broad Spectrum SPF 15,"Slip on a silk-enriched makeup. Feel naked, yet covered to perfection. Control oil, yet hydrate where needed. Protect with SPF. Oil-free. Sheer to moderate coverage. Natural-matte finish. Ideal for Dry Combination to Oily Skin Types.",,foundation,slip silk enriched makeup feel naked yet covered perfection control oil yet hydrate needed protect spf oil free sheer moderate coverage natural matte finish ideal dry combination oily skin type
clinique,Even Better&trade; Makeup Broad Spectrum SPF 15,"Wear oil-free, dermatologist-developed Even Better Makeup SPF 15 and something amazing happens: Without any makeup, see improved clarity, a more even skin tone, visibly diminished age spots. For all ethni  ties. In just 4 to 6 weeks. Broad spectrum SPF helps protect against future darkening. For continued benefits—even after you take it off—partner with Even Better Clinical Dark Spot Corrector.",,foundation,wear oil free dermatologist developed even better makeup spf something amazing happens without makeup see improved clarity even skin tone visibly diminished age spot ethni  ty week broad spectrum spf help protect future darkening continued benefit even take partner even better clinical dark spot corrector
